order_id,order_no,trandate,customer,line_no,item,quantity,rate,amount
3502423,123456863,11/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3502423,123456863,11/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3502325,123456862,11/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3502325,123456862,11/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3502224,123456861,11/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3502224,123456861,11/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3502131,123456870,11/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3502131,123456870,11/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3502127,123456867,11/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3502127,123456867,11/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3501925,123456873,11/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3501925,123456873,11/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3501826,123456866,11/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3501826,123456866,11/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3501627,123456872,11/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3501627,123456872,11/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3501425,123456868,11/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3501425,123456868,11/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3501325,123456878,11/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3501325,123456878,11/3/2024,445457 A B C Pattern & Foundry Co,2,Auditing Service,-5,19500,-97500
3501325,123456878,11/3/2024,445457 A B C Pattern & Foundry Co,3,Full Grilled Chicken,-3,200,-600
3501325,123456878,11/3/2024,445457 A B C Pattern & Foundry Co,4,TS-AU,-1,10,-9875
3501225,123456876,11/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3501225,123456876,11/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3450024,123456855,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3450024,123456855,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3449826,123456853,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3449826,123456853,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3449824,123456852,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3449824,123456852,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3449724,123456850,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3449724,123456850,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3449624,123456849,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3449624,123456849,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3449524,123456846,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3449524,123456846,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3449324,123456845,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3449324,123456845,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3449224,123456844,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3449224,123456844,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3449124,123456843,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3449124,123456843,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3449024,123456842,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3449024,123456842,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3448929,123456858,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3448929,123456858,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3448925,123456851,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3448925,123456851,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3448726,123456840,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3448726,123456840,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3448724,123456839,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3448724,123456839,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3448625,123456848,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3448625,123456848,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3448527,123456854,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3448527,123456854,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3448524,123456838,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3448524,123456838,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3448426,123456856,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3448426,123456856,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3448234,123456857,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3448234,123456857,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3448232,123456847,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3448232,123456847,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3448230,123456841,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3448230,123456841,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3447935,123456837,10/3/2024,445457 A B C Pattern & Foundry Co,1,7W LED BULB,-1,650,-650
3447935,123456837,10/3/2024,445457 A B C Pattern & Foundry Co,2,TS-AU,-1,10,-65
3123915,123456834,1/3/2024,10 Venus,1,BMW,-1,500000,-500000
3123915,123456834,1/3/2024,10 Venus,2,UNDEF_SG,-1,0,0
3123613,123456833,29/2/2024,1 yyy test,1,Software,-50,700,-35000
3123613,123456833,29/2/2024,1 yyy test,2,UPS,-1,12,-12
3123613,123456833,29/2/2024,1 yyy test,3,-Not Taxable-,-1,0,0
3123512,123456832,29/2/2024,1 yyy test,1,Software,-50,700,-35000
3123512,123456832,29/2/2024,1 yyy test,2,UPS,-1,12,-12
3123512,123456832,29/2/2024,1 yyy test,3,-Not Taxable-,-1,0,0
3123411,123456831,29/2/2024,1 yyy test,1,Software,-10,700,-7000
3123411,123456831,29/2/2024,1 yyy test,2,UPS,-1,12,-12
3123411,123456831,29/2/2024,1 yyy test,3,-Not Taxable-,-1,0,0
2202492,123456830,1/10/2023,132 Dubai,1,101,-2,120,-240
2202492,123456830,1/10/2023,132 Dubai,2,7W LED BULB,-3,500,-1500
2202492,123456830,1/10/2023,132 Dubai,3,UPS,-1,12,-12
2202492,123456830,1/10/2023,132 Dubai,4,-Not Taxable-,-1,0,0
2202191,123456829,27/9/2023,139 Customer_1 1,1,003 ترميم,-5,5,-25
2202191,123456829,27/9/2023,139 Customer_1 1,2,Test 2019M-L-BLK,-10,100,-1000
2202191,123456829,27/9/2023,139 Customer_1 1,3,UPS,-1,12,-12
2202191,123456829,27/9/2023,139 Customer_1 1,4,-Not Taxable-,-1,0,0
2201387,123456828,17/9/2023,17 Art Land Co.,1,Cisco 7800 MCS-7845-I2-IPC2 2U Rack Server - 2 x Intel Xeon,-1,,-1
2201387,123456828,17/9/2023,17 Art Land Co.,2,Z-PH,-1,0,0
2199482,123456827,16/7/2023,1 yyy test,1,001 عزل,-10,500,-5000
2199482,123456827,16/7/2023,1 yyy test,2,aya markup,,-10,500
2199482,123456827,16/7/2023,1 yyy test,3,-Not Taxable-,-1,0,0
2073176,123456826,21/5/2023,10 Venus,1,123,-1,1,-1
2073176,123456826,21/5/2023,10 Venus,2,UNDEF_SG,-1,0,0
1738863,123456825,23/1/2023,139 Customer_1 1,1,001 عزل,-1,,-1
1738863,123456825,23/1/2023,139 Customer_1 1,2,UPS,-1,12,-12
1738863,123456825,23/1/2023,139 Customer_1 1,3,-Not Taxable-,-1,0,0
1704843,123456824,25/12/2022,444607 80 Acres,1,Accommodation,-2,250,-500
1704843,123456824,25/12/2022,444607 80 Acres,2,-Not Taxable-,-1,0,0
1704142,123456823,25/12/2022,444607 80 Acres,1,Accommodation,-2,250,-500
1704142,123456823,25/12/2022,444607 80 Acres,2,-Not Taxable-,-1,0,0
107180,123456822,14/10/2021,445457 A B C Pattern & Foundry Co,1,Advanced Training,-1,400,-400
107180,123456822,14/10/2021,445457 A B C Pattern & Foundry Co,2,Cat6 ethernet cable - 50ft,-1,6,-6
107180,123456822,14/10/2021,445457 A B C Pattern & Foundry Co,3,Club Sandwich,-1,500,-500
107180,123456822,14/10/2021,445457 A B C Pattern & Foundry Co,4,Dell Power Edge M I/O Aggregator,-1,2600,-2600
107180,123456822,14/10/2021,445457 A B C Pattern & Foundry Co,5,TS-AU,-1,10,-350.6
106978,123456820,14/10/2021,10 Venus,1,123,-1,1,-1
106978,123456820,14/10/2021,10 Venus,2,UNDEF_SG,-1,0,0
106874,123456819,8/3/2021,10 Venus,1,Billable expenses,-1,30000,-30000
106874,123456819,8/3/2021,10 Venus,2,Accommodation,-1,20000,-20000
106874,123456819,8/3/2021,10 Venus,3,UNDEF_SG,-1,0,0
106667,123456817,23/8/2020,444506 Z Inc.,1,PVC,-100,10,-1000
106566,123456816,23/8/2020,445580 ABC Ltd.,1,PVC,-10,100,-1000
106566,123456816,23/8/2020,445580 ABC Ltd.,2,UPS,-1,12,-12
106566,123456816,23/8/2020,445580 ABC Ltd.,3,-Not Taxable-,-1,0,0
104863,123456815,29/7/2020,444491 Vibe Hotel North Sydney,1,Accommodation,-1,4500,-4500
104863,123456815,29/7/2020,444491 Vibe Hotel North Sydney,2,Data migration,-1,100000,-100000
104863,123456815,29/7/2020,444491 Vibe Hotel North Sydney,3,Accommodation,-2,15000,-30000
104863,123456815,29/7/2020,444491 Vibe Hotel North Sydney,4,TS-AU,-1,10,-13450
104449,123456814,27/4/2020,11 Al Futaim,1,FES Service Item,-1,1000,-1000
104449,123456814,27/4/2020,11 Al Futaim,2,UNDEF_SG,-1,0,0
104236,123456813,24/2/2020,11 Al Futaim,1,FES Service Item,-1,1000,-1000
104236,123456813,24/2/2020,11 Al Futaim,2,UNDEF_SG,-1,0,0
104221,123456812,28/11/2019,999001 Delta Group For Trading,1,Item for direct revenue,-1,100000,-100000
104221,123456812,28/11/2019,999001 Delta Group For Trading,2,UPS,-1,12,-12
104221,123456812,28/11/2019,999001 Delta Group For Trading,3,-Not Taxable-,-1,0,0
103505,123456811,5/10/2019,444491 Vibe Hotel North Sydney,1,Data migration,-1,100000,-100000
103505,123456811,5/10/2019,444491 Vibe Hotel North Sydney,2,Accommodation,-2,15000,-30000
103505,123456811,5/10/2019,444491 Vibe Hotel North Sydney,3,TS-AU,-1,10,-13000
103402,123456810,30/9/2019,999001 Delta Group For Trading,1,Package EGP 1000 â€“ 5.36 KW,-100,,
103402,123456810,30/9/2019,999001 Delta Group For Trading,2,Suntech Panels 335W,-1600,100,-160000
103402,123456810,30/9/2019,999001 Delta Group For Trading,3,ABB Inverters (5.8 Kw),-3000,100,-300000
103402,123456810,30/9/2019,999001 Delta Group For Trading,4,ABB Data Logger VSN300,-1000,100,-100000
103402,123456810,30/9/2019,999001 Delta Group For Trading,5,End of Group,,,-560000
103402,123456810,30/9/2019,999001 Delta Group For Trading,6,UPS,-1,12,-12
103402,123456810,30/9/2019,999001 Delta Group For Trading,7,-Not Taxable-,-1,0,0
103299,123456809,24/9/2019,GH1001 Toshiba-Egypt,1,Keyboard HP 1002989,-20,2000,-40000
103299,123456809,24/9/2019,GH1001 Toshiba-Egypt,2,UPS,-1,12,-12
103299,123456809,24/9/2019,GH1001 Toshiba-Egypt,3,-Not Taxable-,-1,0,0
103193,123456808,22/9/2019,GH1004 TMG,1,Keyboard HP 1002989,-1,40000,-40000
103193,123456808,22/9/2019,GH1004 TMG,2,UPS,-1,0,0
103193,123456808,22/9/2019,GH1004 TMG,3,-Not Taxable-,-1,0,0
103090,123456807,22/9/2019,GH1004 TMG,1,Keyboard HP 1002989,-1,30000,-30000
103090,123456807,22/9/2019,GH1004 TMG,2,UPS,-1,0,0
103090,123456807,22/9/2019,GH1004 TMG,3,-Not Taxable-,-1,0,0
102463,123456806,17/9/2019,445569 Severals,1,AD100002 Screen Dell89,-1,7000,-7000
102463,123456806,17/9/2019,445569 Severals,2,UPS,-1,0,0
102463,123456806,17/9/2019,445569 Severals,3,-Not Taxable-,-1,0,0
102358,123456805,17/9/2019,444344 Hilton Alexandria,1,Keyboard HP 1002989,-1,2000,-2000
102358,123456805,17/9/2019,444344 Hilton Alexandria,2,UPS,-1,12,-12
102358,123456805,17/9/2019,444344 Hilton Alexandria,3,-Not Taxable-,-1,0,0
102251,123456804,17/9/2019,444344 Hilton Alexandria,1,Keyboard HP 1002989,-1,6000,-6000
102251,123456804,17/9/2019,444344 Hilton Alexandria,2,UPS,-1,12,-12
102251,123456804,17/9/2019,444344 Hilton Alexandria,3,-Not Taxable-,-1,0,0
102146,123456803,16/9/2019,444344 Hilton Alexandria,1,Keyboard HP 1002989,-1,5600,-5600
102146,123456803,16/9/2019,444344 Hilton Alexandria,2,UPS,-1,12,-12
102146,123456803,16/9/2019,444344 Hilton Alexandria,3,-Not Taxable-,-1,0,0
102041,123456802,16/9/2019,444344 Hilton Alexandria,1,Keyboard HP 1002989,-1,2000,-2000
102041,123456802,16/9/2019,444344 Hilton Alexandria,2,UPS,-1,12,-12
102041,123456802,16/9/2019,444344 Hilton Alexandria,3,-Not Taxable-,-1,0,0
101833,123456801,15/9/2019,138 Salah Group,1,Keyboard HP 1002989,-1,50000,-50000
101833,123456801,15/9/2019,138 Salah Group,2,UPS,-1,12,-12
101833,123456801,15/9/2019,138 Salah Group,3,-Not Taxable-,-1,0,0
101729,123456800,15/9/2019,GH1001 Toshiba-Egypt,1,Keyboard HP 1002989,-3,2000,-6000
101729,123456800,15/9/2019,GH1001 Toshiba-Egypt,2,UPS,-1,12,-12
101729,123456800,15/9/2019,GH1001 Toshiba-Egypt,3,-Not Taxable-,-1,0,0
101522,123456799,10/9/2019,444344 Hilton Alexandria,1,ABB Inverters (5.8 Kw),-22,15000,-330000
101522,123456799,10/9/2019,444344 Hilton Alexandria,2,UPS,-1,12,-12
101522,123456799,10/9/2019,444344 Hilton Alexandria,3,-Not Taxable-,-1,0,0
101418,123456798,10/9/2019,444344 Hilton Alexandria,1,1004 HP Server,-1,80000,-87000
101418,123456798,10/9/2019,444344 Hilton Alexandria,2,Margin,,7000,-7000
101418,123456798,10/9/2019,444344 Hilton Alexandria,3,UPS,-1,12,-12
101418,123456798,10/9/2019,444344 Hilton Alexandria,4,-Not Taxable-,-1,0,0
101317,123456797,10/9/2019,444344 Hilton Alexandria,1,AD100001 Keyboard Dell78,-1,8000,-8200
101317,123456797,10/9/2019,444344 Hilton Alexandria,2,Billable Expense Markup,,200,-200
101317,123456797,10/9/2019,444344 Hilton Alexandria,3,UPS,-1,12,-12
101317,123456797,10/9/2019,444344 Hilton Alexandria,4,-Not Taxable-,-1,0,0
101005,123456796,9/9/2019,444344 Hilton Alexandria,1,Keyboard HP 1002989,-1,1000,-1000
101005,123456796,9/9/2019,444344 Hilton Alexandria,2,UPS,-1,12,-12
101005,123456796,9/9/2019,444344 Hilton Alexandria,3,-Not Taxable-,-1,0,0
100902,123456795,9/9/2019,444344 Hilton Alexandria,1,Keyboard HP 1002989,-1,60000,-60000
100902,123456795,9/9/2019,444344 Hilton Alexandria,2,UPS,-1,12,-12
100902,123456795,9/9/2019,444344 Hilton Alexandria,3,-Not Taxable-,-1,0,0
100798,123456794,9/9/2019,GH1001 Toshiba-Egypt,1,Keyboard HP 1002989,-3,3000,-9000
100798,123456794,9/9/2019,GH1001 Toshiba-Egypt,2,UPS,-1,12,-12
100798,123456794,9/9/2019,GH1001 Toshiba-Egypt,3,-Not Taxable-,-1,0,0
100696,123456793,9/9/2019,444344 Hilton Alexandria,1,AD100002 Screen Dell89,-2,1400,-2800
100696,123456793,9/9/2019,444344 Hilton Alexandria,2,UPS,-1,12,-12
100696,123456793,9/9/2019,444344 Hilton Alexandria,3,-Not Taxable-,-1,0,0
100577,123456792,1/9/2019,444344 Hilton Alexandria,1,Keyboard HP 1002989,-1,,-2000
100577,123456792,1/9/2019,444344 Hilton Alexandria,2,UPS,-1,12,-12
100577,123456792,1/9/2019,444344 Hilton Alexandria,3,-Not Taxable-,-1,0,0
100474,123456791,1/9/2019,444344 Hilton Alexandria,1,Keyboard HP 1002989,-1,,-1000
100474,123456791,1/9/2019,444344 Hilton Alexandria,2,UPS,-1,12,-12
100474,123456791,1/9/2019,444344 Hilton Alexandria,3,-Not Taxable-,-1,0,0
100158,123456790,26/8/2019,444607 80 Acres,1,Accommodation,-2,250,-500
100158,123456790,26/8/2019,444607 80 Acres,2,-Not Taxable-,-1,0,0
100056,123456789,26/8/2019,444607 80 Acres,1,Accommodation,-2,250,-500
100056,123456789,26/8/2019,444607 80 Acres,2,-Not Taxable-,-1,0,0
99835,3204,18/8/2019,444344 Hilton Alexandria,1,TV-1001,-10,12000,-120000
99835,3204,18/8/2019,444344 Hilton Alexandria,2,Vendor Discount  Percentage,,-30,36000
99835,3204,18/8/2019,444344 Hilton Alexandria,3,UPS,-1,12,-12
99835,3204,18/8/2019,444344 Hilton Alexandria,4,-Not Taxable-,-1,0,0
99733,3203,8/8/2019,444344 Hilton Alexandria,1,TV-1001,-12,0,-10000
99733,3203,8/8/2019,444344 Hilton Alexandria,2,UPS,-1,12,-12
99733,3203,8/8/2019,444344 Hilton Alexandria,3,-Not Taxable-,-1,0,0
98496,3202,24/7/2019,444344 Hilton Alexandria,1,A1000122,-1,700,-700
98496,3202,24/7/2019,444344 Hilton Alexandria,2,-Not Taxable-,-1,0,0
97574,3201,17/7/2019,145 Ibrahim A Bakr,1,Test 0001,-1,25,-25
97574,3201,17/7/2019,145 Ibrahim A Bakr,2,-Not Taxable-,-1,0,0
97365,3200,17/7/2019,145 Ibrahim A Bakr,1,Test 0001,-1,10,-10
97365,3200,17/7/2019,145 Ibrahim A Bakr,2,-Not Taxable-,-1,0,0
95546,3199,16/7/2019,445562 General Customer,1,Greek Salad,-100,100,-10000
95546,3199,16/7/2019,445562 General Customer,2,-Not Taxable-,-1,0,0
95443,3198,16/7/2019,445562 General Customer,1,Greek Salad,-100,1000,-100000
95443,3198,16/7/2019,445562 General Customer,2,-Not Taxable-,-1,0,0
94734,3197,14/7/2019,145 Ibrahim A Bakr,1,A1000123,-1,,-1000
94734,3197,14/7/2019,145 Ibrahim A Bakr,2,-Not Taxable-,-1,0,0
94633,3196,14/7/2019,1 yyy test,1,Keyboard HP 1002989,-1,,-180000
94633,3196,14/7/2019,1 yyy test,2,-Not Taxable-,-1,0,0
94532,3195,14/7/2019,1 yyy test,1,Keyboard HP 1002989,-1,,-100
94532,3195,14/7/2019,1 yyy test,2,-Not Taxable-,-1,0,0
94219,3194,11/7/2019,145 Ibrahim A Bakr,1,Test Kit Package,-1,,-150
94219,3194,11/7/2019,145 Ibrahim A Bakr,2,Test Kit,-1,,
94219,3194,11/7/2019,145 Ibrahim A Bakr,3,Test Kit 2,-1,,
94219,3194,11/7/2019,145 Ibrahim A Bakr,4,-Not Taxable-,-1,0,0
94094,3193,8/7/2019,145 Ibrahim A Bakr,1,Test Kit Package,-1,,-500
94094,3193,8/7/2019,145 Ibrahim A Bakr,2,Test Kit,-1,,
94094,3193,8/7/2019,145 Ibrahim A Bakr,3,Test Kit 2,-1,,
94094,3193,8/7/2019,145 Ibrahim A Bakr,4,-Not Taxable-,-1,0,0
93766,3192,2/7/2019,444344 Hilton Alexandria,1,KIT test 123,-1,,-500
93766,3192,2/7/2019,444344 Hilton Alexandria,2,002 ردم,-1,,
93766,3192,2/7/2019,444344 Hilton Alexandria,3,001 عزل,-1,,
93766,3192,2/7/2019,444344 Hilton Alexandria,4,UPS,-1,12,-12
93766,3192,2/7/2019,444344 Hilton Alexandria,5,-Not Taxable-,-1,0,0
93658,3191,1/7/2019,444344 Hilton Alexandria,1,A1000122,-30,600,-18000
93658,3191,1/7/2019,444344 Hilton Alexandria,2,-Not Taxable-,-1,0,0
93349,3190,25/6/2019,444344 Hilton Alexandria,1,Keyboard HP 1002989,-1,,-500
93349,3190,25/6/2019,444344 Hilton Alexandria,2,-Not Taxable-,-1,0,0
93244,3189,23/6/2019,444344 Hilton Alexandria,1,7W LED BULB,-1,500,-500
93244,3189,23/6/2019,444344 Hilton Alexandria,2,-Not Taxable-,-1,0,0
93143,3188,23/6/2019,444344 Hilton Alexandria,1,Keyboard HP 1002989,-1,,-2000
93143,3188,23/6/2019,444344 Hilton Alexandria,2,-Not Taxable-,-1,0,0
93036,3187,23/6/2019,445560 EBS Trading,1,Keyboard HP 1002989,-5,1000,-5000
93036,3187,23/6/2019,445560 EBS Trading,2,-Not Taxable-,-1,0,0
92932,3186,23/6/2019,445560 EBS Trading,1,Keyboard HP 1002989,-1,111111,-111111
92932,3186,23/6/2019,445560 EBS Trading,2,-Not Taxable-,-1,0,0
92830,3185,23/6/2019,444344 Hilton Alexandria,1,Keyboard HP 1002989,-3,5000,-15000
92830,3185,23/6/2019,444344 Hilton Alexandria,2,-Not Taxable-,-1,0,0
92726,3184,23/6/2019,444344 Hilton Alexandria,1,Keyboard HP 1002989,-2,900,-1800
92726,3184,23/6/2019,444344 Hilton Alexandria,2,-Not Taxable-,-1,0,0
92622,3183,23/6/2019,444344 Hilton Alexandria,1,Keyboard HP 1002989,-2,3000,-6000
92622,3183,23/6/2019,444344 Hilton Alexandria,2,-Not Taxable-,-1,0,0
91143,3182,10/6/2019,444342 TMG,1,Keyboard HP 1002989,-1,,-8000
91143,3182,10/6/2019,444342 TMG,2,-Not Taxable-,-1,0,0
91039,3181,10/6/2019,444342 TMG,1,Keyboard HP 1002989,-1,,-6000
91039,3181,10/6/2019,444342 TMG,2,-Not Taxable-,-1,0,0
90924,3180,9/6/2019,444341 Microsoft,1,Package EGP 1000 â€“ 5.36 KW,-1,,
90924,3180,9/6/2019,444341 Microsoft,2,Suntech Panels 335W,-16,100,-1600
90924,3180,9/6/2019,444341 Microsoft,3,ABB Inverters (5.8 Kw),-30,200,-6000
90924,3180,9/6/2019,444341 Microsoft,4,ABB Data Logger VSN300,-10,300,-3000
90924,3180,9/6/2019,444341 Microsoft,5,End of Group,,,-10600
90924,3180,9/6/2019,444341 Microsoft,6,-Not Taxable-,-1,0,0
90706,3179,6/6/2019,444802 Anonymer Kunde Germany,1,7W LED BULB,-1,449.15481,-500
90706,3179,6/6/2019,444802 Anonymer Kunde Germany,2,S-DE,-1,19,-95
90360,3178,26/5/2019,444344 Hilton Alexandria,1,TV-1001,-1,9000,-9000
90360,3178,26/5/2019,444344 Hilton Alexandria,2,-Not Taxable-,-1,0,0
90257,3177,26/5/2019,444344 Hilton Alexandria,1,TV-1001,-1,8000,-8000
90257,3177,26/5/2019,444344 Hilton Alexandria,2,-Not Taxable-,-1,0,0
90156,3176,26/5/2019,444339 Toshiba-Egypt,1,Keyboard HP 1002989,-1,300,-300
90156,3176,26/5/2019,444339 Toshiba-Egypt,2,-Not Taxable-,-1,0,0
90055,3175,26/5/2019,444346 Readson bule -Burj elarab,1,Keyboard HP 1002989,-1,5000,-5000
90055,3175,26/5/2019,444346 Readson bule -Burj elarab,2,-Not Taxable-,-1,0,0
89952,3174,26/5/2019,444346 Readson bule -Burj elarab,1,TVLED 4K  20009--BLK,-1,4000,-4000
89952,3174,26/5/2019,444346 Readson bule -Burj elarab,2,-Not Taxable-,-1,0,0
89850,3173,26/5/2019,444337 Tramco Engineering,1,TVLED 4K  20009--BLK,-1,4200,-30000
89850,3173,26/5/2019,444337 Tramco Engineering,2,-Not Taxable-,-1,0,0
89749,3172,22/5/2019,25 Bayt AlAnsari Showroom,1,Advanced Training,-1,,-500
89749,3172,22/5/2019,25 Bayt AlAnsari Showroom,2,S-DE,-1,19,-95
89647,3171,22/5/2019,145 Ibrahim A Bakr,1,Keyboard HP 1002989,-1,,-50
89647,3171,22/5/2019,145 Ibrahim A Bakr,2,001 عزل,-1,,-75
89647,3171,22/5/2019,145 Ibrahim A Bakr,3,-Not Taxable-,-1,0,0
89545,3170,22/5/2019,145 Ibrahim A Bakr,1,001 عزل,-1,,-100
89545,3170,22/5/2019,145 Ibrahim A Bakr,2,Keyboard HP 1002989,-1,,-200
89545,3170,22/5/2019,145 Ibrahim A Bakr,3,-Not Taxable-,-1,0,0
89439,3169,20/5/2019,444344 Hilton Alexandria,1,TV-1001,-1,12000,-12000
89439,3169,20/5/2019,444344 Hilton Alexandria,2,-Not Taxable-,-1,0,0
89333,3168,20/5/2019,444344 Hilton Alexandria,1,TV-1001,-3,8000,-24000
89333,3168,20/5/2019,444344 Hilton Alexandria,2,-Not Taxable-,-1,0,0
89227,3167,16/5/2019,445559 Egypt Air,1,Keyboard HP 1002989,-4,700,-2800
89227,3167,16/5/2019,445559 Egypt Air,2,-Not Taxable-,-1,0,0
89106,3166,14/5/2019,445559 Egypt Air,1,GR 10001,-12,12000,-144000
89106,3166,14/5/2019,445559 Egypt Air,2,-Not Taxable-,-1,0,0
89003,3165,13/5/2019,141 Aya's Customer,1,001 عزل,-5,5,-25
89003,3165,13/5/2019,141 Aya's Customer,2,-Not Taxable-,-1,0,0
88895,3164,12/5/2019,444337 Tramco Engineering,1,TV-1001,-1,1260,-9000
88895,3164,12/5/2019,444337 Tramco Engineering,2,-Not Taxable-,-1,0,0
88791,3163,12/5/2019,444337 Tramco Engineering,1,Advanced Training,-1,200,-200
88791,3163,12/5/2019,444337 Tramco Engineering,2,-Not Taxable-,-1,0,0
88690,3162,12/5/2019,11 Al Futaim,1,Accommodation,-1,1000,-1000
88690,3162,12/5/2019,11 Al Futaim,2,UNDEF_SG,-1,0,0
88327,3161,7/5/2019,4 10G Technologies,1,Flat 1,-1,500000,-500000
88327,3161,7/5/2019,4 10G Technologies,2,-Not Taxable-,-1,0,0
88224,3160,7/5/2019,143 ibakr,1,001 عزل,-10,,-10
88224,3160,7/5/2019,143 ibakr,2,-Not Taxable-,-1,0,0
88119,3159,7/5/2019,15 Foad Alansari,1,Accommodation,-1,5000,-5000
88119,3159,7/5/2019,15 Foad Alansari,2,Z-PH,-1,0,0
87975,3158,2/5/2019,1 yyy test,1,001 عزل,-10,500,-5000
87975,3158,2/5/2019,1 yyy test,2,aya markup,,-10,500
87975,3158,2/5/2019,1 yyy test,3,-Not Taxable-,-1,0,0
